id, duration, avgHeartRate, maxHeartRate, dateOfTraining, elevation, uphill, downhill, length_2d, length_3d, moving_time, stopped_timeRider7, 9207, 112.83, 156, 2014-02-28 09:26:20, 852.6, 429.4, 423.2, 66517.21, 66552.37, 8998.0, 209.0
Rider7, 6550, 127.3, 164, 2013-07-21 08:02:31, 1155.4, 580.6, 574.8, 30266.39, 30371.61, 6236.0, 314.0
Rider7, 4270, 108.3, 147, 2014-05-26 06:28:11, 847.08, 427.64, 419.44, 10661.98, 10756.36, 4044.0, 226.0
Rider7, 8020, 117.32, 164, 2013-05-22 14:20:35, 1554.28, 780.44, 773.84, 18993.07, 19187.69, 6771.0, 1249.0
Rider7, 6756, 120.85, 164, 2012-07-26 14:35:02, 1372.96, 703.68, 669.28, 30785.39, 30884.24, 6672.0, 84.0
Rider7, 5950, 118.79, 148, 2013-05-26 08:20:32, 602.2, 296.7, 305.5, 47189.68, 47213.17, 5823.0, 127.0
Rider7, 8979, 127.38, 150, 2014-02-14 11:23:11, 1162.6, 577.9, 584.7, 70803.85, 70922.95, 8979.0, 0.0
Rider7, 11326, 115.7, 161, 2014-05-10 08:22:55, 2555.04, 1284.62, 1270.42, 41401.49, 41612.15, 10616.0, 710.0
Rider7, 10649, 111.79, 148, 2014-07-29 07:59:13, 1044.72, 520.96, 523.76, 79185.57, 79224.42, 10484.0, 165.0
Rider7, 12173, 116.78, 163, 2014-08-31 09:02:46, 2921.28, 1469.84, 1451.44, 40259.64, 40548.84, 11744.0, 429.0
Rider7, 10739, 123.65, 163, 2014-02-23 10:06:12, 1366.76, 669.58, 697.18, 80812.89, 80863.1, 10637.0, 102.0
Rider7, 4706, 108.32, 138, 2014-06-25 14:34:03, 525.8, 266.0, 259.8, 33884.52, 33911.24, 4617.0, 89.0
Rider7, 5967, 114.98, 163, 2014-03-12 10:01:32, 1557.56, 783.28, 774.28, 24346.39, 24464.6, 5649.0, 318.0
Rider7, 7171, 114.11, 144, 2013-09-19 14:13:37, 1538.64, 800.52, 738.12, 30754.5, 30887.09, 6960.0, 211.0
Rider7, 7707, 120.73, 159, 2014-08-17 05:05:15, 1596.84, 797.72, 799.12, 54274.73, 54345.07, 7628.0, 79.0
Rider7, 19939, 120.56, 155, 2014-04-26 09:13:42, 2803.0, 1392.9, 1410.1, 124663.36, 124785.15, 17969.0, 1970.0
Rider7, 6142, 113.7, 154, 2014-08-21 09:37:53, 1498.12, 749.46, 748.66, 28534.24, 28629.37, 5981.0, 161.0
Rider7, 13407, 122.26, 168, 2013-04-13 08:12:09, 2192.68, 1102.14, 1090.54, 60568.33, 60716.31, 9499.0, 3908.0
Rider7, 8910, 133.62, 168, 2014-06-12 07:45:02, 2543.56, 1276.58, 1266.98, 25743.6, 26012.93, 8411.0, 499.0
Rider7, 11791, 109.45, 154, 2013-05-03 10:43:56, 2204.88, 1129.04, 1075.84, 31508.5, 31763.6, 9414.0, 2377.0
Rider7, 4545, 147.1, 172, 2014-04-06 09:00:28, 791.32, 397.46, 393.86, 22175.43, 22222.36, 4483.0, 62.0
Rider7, 6329, 111.64, 144, 2014-05-13 14:44:32, 1011.12, 506.56, 504.56, 27791.38, 27856.56, 6251.0, 78.0
Rider7, 12717, 118.13, 161, 2014-05-18 08:00:52, 2852.96, 1434.78, 1418.18, 39311.86, 39605.85, 11889.0, 828.0
Rider7, 9100, 116.71, 161, 2014-04-23 09:47:04, 892.36, 450.98, 441.38, 69290.89, 69323.23, 9043.0, 57.0
Rider7, 4663, 111.19, 143, 2014-10-01 08:45:00, 1193.36, 596.48, 596.88, 18453.44, 18535.62, 4517.0, 146.0
Rider7, 244, 83.08, 115, 2013-03-22 14:56:28, 37.8, 4.8, 33.0, 810.36, 815.03, 164.0, 80.0
Rider7, 10597, 112.69, 163, 2012-07-20 15:38:44, 2252.16, 1126.48, 1125.68, 50445.99, 50597.11, 10524.0, 73.0
Rider7, 6917, 109.0, 160, 2013-04-26 09:17:01, 1735.2, 866.0, 869.2, 31342.92, 31444.6, 6661.0, 256.0
Rider7, 9867, 104.54, 142, 2014-04-13 08:11:43, 2073.72, 1047.76, 1025.96, 33059.88, 33256.44, 9447.0, 420.0
Rider7, 7056, 125.82, 164, 2014-08-11 05:00:02, 1349.08, 674.74, 674.34, 52006.9, 52058.47, 7052.0, 4.0
Rider7, 11494, 102.16, 150, 2014-03-21 09:20:29, 2465.52, 1244.96, 1220.56, 43534.42, 43719.69, 11022.0, 472.0
Rider7, 11078, 114.43, 149, 2014-07-12 08:12:35, 2406.76, 1217.48, 1189.28, 42746.89, 42904.62, 8760.0, 2318.0
Rider7, 8501, 112.67, 164, 2014-08-30 08:34:52, 1905.8, 970.1, 935.7, 32558.01, 32705.11, 8219.0, 282.0
